VistaProject,ClientProjectName,VistaQCBatch,VistaSampleID,SampleID,Species,DateSampled,DateReceived,Matrix,Method,DateExtracted,SampleSize,SampleSizeUnits,PercentSolidsLipids,DateAnalyzed,CASNumber,Analyte,Dilution,Concentration,ReportUnits,Percent lipids,EDL,EMPC,MDL,RL,Qualifiers,Basis,Analyst,SURROGATE,Recovery,LCL,UCL,RPDCL,RPD,AnalyteDisplayOrder
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-99,BDE-99,1,1750,pg/g,20.4,0,0,1.10,75.8,,Wet Wt,ANP,N,,,,,,26
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-116,BDE-116,1,ND,pg/g,20.4,65.40000153,0,1.26,75.8,,Wet Wt,ANP,N,,,,,,27
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-118,BDE-118,1,ND,pg/g,20.4,35.70000076,0,1.11,75.8,,Wet Wt,ANP,N,,,,,,28
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,182346-21-0,BDE-85,1,ND,pg/g,20.4,31.10000038,0,2.68,75.8,,Wet Wt,ANP,N,,,,,,29
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-126,BDE-126,1,ND,pg/g,20.4,19.79999924,0,1.59,75.8,,Wet Wt,ANP,N,,,,,,30
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-105,BDE-105,1,ND,pg/g,20.4,41.20000076,0,,75.8,,Wet Wt,ANP,N,,,,,,31
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-155,BDE-155,1,110,pg/g,20.4,0,0,1.22,75.8,,Wet Wt,ANP,N,,,,,,32
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-128154,BDE-128/154,1,589,pg/g,20.4,0,0,,152,,Wet Wt,ANP,N,,,,,,33
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,68631-49-2,BDE-153,1,210,pg/g,20.4,0,0,1.40,75.8,,Wet Wt,ANP,N,,,,,,34
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-139,BDE-139,1,17.3,pg/g,20.4,0,0,1.80,75.8,J,Wet Wt,ANP,N,,,,,,35
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-140,BDE-140,1,ND,pg/g,20.4,15.10000038,0,1.94,75.8,,Wet Wt,ANP,N,,,,,,36
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-138,BDE-138,1,ND,pg/g,20.4,26.29999924,0,1.87,75.8,,Wet Wt,ANP,N,,,,,,37
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-166,BDE-166,1,ND,pg/g,20.4,42.20000076,0,0.946,75.8,,Wet Wt,ANP,N,,,,,,38
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-148156169,BDE-148/156/169,1,ND,pg/g,20.4,35.79999924,0,,152,,Wet Wt,ANP,N,,,,,,39
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,446255-22-7,BDE-175,1,ND,pg/g,20.4,15,0,,75.8,,Wet Wt,ANP,N,,,,,,40
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-184,BDE-184,1,7.10,pg/g,20.4,0,0,2.85,152,J,Wet Wt,ANP,N,,,,,,41
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-183176,BDE-183/176,1,201,pg/g,20.4,0,0,3.06,152,B,Wet Wt,ANP,N,,,,,,42
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-191,BDE-191,1,ND,pg/g,20.4,35.79999924,0,3.62,152,,Wet Wt,ANP,N,,,,,,43
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-180,BDE-180,1,ND,pg/g,20.4,38,0,1.81,152,,Wet Wt,ANP,N,,,,,,44
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-181/177,BDE-181/177,1,ND,pg/g,20.4,40.09999847,0,3.18,152,,Wet Wt,ANP,N,,,,,,45
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-190/171,BDE-190/171,1,ND,pg/g,20.4,39.70000076,0,5.75,303,,Wet Wt,ANP,N,,,,,,46
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-201,BDE-201,1,ND,pg/g,20.4,84.69999695,0,3.03,152,,Wet Wt,ANP,N,,,,,,47
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-204,BDE-204,1,48.7,pg/g,20.4,0,0,3.12,152,J,Wet Wt,ANP,N,,,,,,48
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-197,BDE-197,1,ND,pg/g,20.4,0,42.42599869,2.60,152,,Wet Wt,ANP,N,,,,,,49
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-203/200,BDE-203/200,1,ND,pg/g,20.4,0,84.09700012,4.76,152,,Wet Wt,ANP,N,,,,,,50
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-205,BDE-205,1,ND,pg/g,20.4,207,0,4.83,152,,Wet Wt,ANP,N,,,,,,52
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-208,BDE-208,1,ND,pg/g,20.4,0,278.3420105,11.0,379,,Wet Wt,ANP,N,,,,,,53
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-207,BDE-207,1,ND,pg/g,20.4,0,397.8880005,7.62,379,,Wet Wt,ANP,N,,,,,,54
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,BDE-206,BDE-206,1,ND,pg/g,20.4,448,0,4.15,379,,Wet Wt,ANP,N,,,,,,55
1804095,930,B9A0012,1804095-02,CRC20181002-MUS5,Mn,02-Oct-2018 13:21,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.659,g,0,11-Jan-2019 22:40,1163-19-5,BDE-209,1,6860,pg/g,20.4,0,0,29.7,379,,Wet Wt,ANP,N,,,,,,56
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-1,BDE-1,1,ND,pg/g,28,53.70000076,0,1.07,27.4,,Wet Wt,ANP,N,,,,,,1
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-2,BDE-2,1,ND,pg/g,28,33.09999847,0,1.73,27.4,,Wet Wt,ANP,N,,,,,,2
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-3,BDE-3,1,ND,pg/g,28,29.60000038,0,0.727,27.4,,Wet Wt,ANP,N,,,,,,3
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-10,BDE-10,1,ND,pg/g,28,8.789999962,0,0.787,27.4,,Wet Wt,ANP,N,,,,,,4
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-7,BDE-7,1,ND,pg/g,28,7.639999866,0,0.618,27.4,,Wet Wt,ANP,N,,,,,,5
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-8/11,BDE-8/11,1,ND,pg/g,28,5.360000134,0,1.26,54.8,,Wet Wt,ANP,N,,,,,,6
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-12,BDE-12,1,ND,pg/g,28,5.099999905,0,2.02,27.4,,Wet Wt,ANP,N,,,,,,7
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-13,BDE-13,1,ND,pg/g,28,4.739999771,0,2.87,27.4,,Wet Wt,ANP,N,,,,,,8
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-15,BDE-15,1,ND,pg/g,28,0,23.11000061,0.605,27.4,,Wet Wt,ANP,N,,,,,,9
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-30,BDE-30,1,ND,pg/g,28,11.5,0,0.533,27.4,,Wet Wt,ANP,N,,,,,,10
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-32,BDE-32,1,ND,pg/g,28,8.609999657,0,0.662,27.4,,Wet Wt,ANP,N,,,,,,11
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-17,BDE-17,1,64.5,pg/g,28,0,0,0.722,27.4,,Wet Wt,ANP,N,,,,,,12
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-25,BDE-25,1,ND,pg/g,28,13.89999962,0,0.750,27.4,,Wet Wt,ANP,N,,,,,,13
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,41318-75-6,BDE-28/33,1,ND,pg/g,28,0,353.802002,1.44,54.8,,Wet Wt,ANP,N,,,,,,14
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-35/21,BDE-35/21,1,ND,pg/g,28,7.099999905,0,0.932,27.4,,Wet Wt,ANP,N,,,,,,15
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-37,BDE-37,1,ND,pg/g,28,6.199999809,0,0.752,27.4,,Wet Wt,ANP,N,,,,,,16
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-75/51,BDE-75/51,1,81.8,pg/g,28,0,0,1.15,110,J,Wet Wt,ANP,N,,,,,,17
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-49,BDE-49,1,399,pg/g,28,0,0,1.00,54.8,,Wet Wt,ANP,N,,,,,,18
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-71,BDE-71,1,ND,pg/g,28,8.149999619,0,1.17,54.8,,Wet Wt,ANP,N,,,,,,19
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,5436-43-1,BDE-47,1,23400,pg/g,28,0,0,2.03,54.8,"B, E",Wet Wt,ANP,N,,,,,,20
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-66,BDE-66,1,249,pg/g,28,0,0,1.36,54.8,,Wet Wt,ANP,N,,,,,,21
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,93703-48-1,BDE-77,1,8.37,pg/g,28,0,0,1.56,54.8,J,Wet Wt,ANP,N,,,,,,22
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-79,BDE-79,1,ND,pg/g,28,4.300000191,0,,54.8,,Wet Wt,ANP,N,,,,,,23
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-100,BDE-100,1,3360,pg/g,28,0,0,0.957,54.8,E,Wet Wt,ANP,N,,,,,,24
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-119/120,BDE-119/120,1,53.0,pg/g,28,0,0,1.65,110,J,Wet Wt,ANP,N,,,,,,25
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-99,BDE-99,1,4290,pg/g,28,0,0,1.10,54.8,E,Wet Wt,ANP,N,,,,,,26
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-116,BDE-116,1,ND,pg/g,28,44.70000076,0,1.26,54.8,,Wet Wt,ANP,N,,,,,,27
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-118,BDE-118,1,ND,pg/g,28,0,21.27700043,1.11,54.8,,Wet Wt,ANP,N,,,,,,28
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,182346-21-0,BDE-85,1,ND,pg/g,28,21.29999924,0,2.68,54.8,,Wet Wt,ANP,N,,,,,,29
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-126,BDE-126,1,ND,pg/g,28,13.5,0,1.59,54.8,,Wet Wt,ANP,N,,,,,,30
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-105,BDE-105,1,ND,pg/g,28,28.20000076,0,,54.8,,Wet Wt,ANP,N,,,,,,31
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-155,BDE-155,1,128,pg/g,28,0,0,1.22,54.8,,Wet Wt,ANP,N,,,,,,32
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-128154,BDE-128/154,1,1130,pg/g,28,0,0,,110,,Wet Wt,ANP,N,,,,,,33
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,68631-49-2,BDE-153,1,424,pg/g,28,0,0,1.40,54.8,,Wet Wt,ANP,N,,,,,,34
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-139,BDE-139,1,ND,pg/g,28,7.400000095,0,1.80,54.8,,Wet Wt,ANP,N,,,,,,35
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-140,BDE-140,1,ND,pg/g,28,7.989999771,0,1.94,54.8,,Wet Wt,ANP,N,,,,,,36
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-138,BDE-138,1,ND,pg/g,28,13.60000038,0,1.87,54.8,,Wet Wt,ANP,N,,,,,,37
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-166,BDE-166,1,ND,pg/g,28,21.89999962,0,0.946,54.8,,Wet Wt,ANP,N,,,,,,38
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-148156169,BDE-148/156/169,1,ND,pg/g,28,19.89999962,0,,110,,Wet Wt,ANP,N,,,,,,39
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,446255-22-7,BDE-175,1,ND,pg/g,28,7.679999828,0,,54.8,,Wet Wt,ANP,N,,,,,,40
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-184,BDE-184,1,ND,pg/g,28,5.340000153,0,2.85,110,,Wet Wt,ANP,N,,,,,,41
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-183176,BDE-183/176,1,46.9,pg/g,28,0,0,3.06,110,"J, B",Wet Wt,ANP,N,,,,,,42
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-191,BDE-191,1,ND,pg/g,28,15.5,0,3.62,110,,Wet Wt,ANP,N,,,,,,43
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-180,BDE-180,1,ND,pg/g,28,16.39999962,0,1.81,110,,Wet Wt,ANP,N,,,,,,44
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-181/177,BDE-181/177,1,ND,pg/g,28,17.29999924,0,3.18,110,,Wet Wt,ANP,N,,,,,,45
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-190/171,BDE-190/171,1,ND,pg/g,28,17.10000038,0,5.75,219,,Wet Wt,ANP,N,,,,,,46
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-201,BDE-201,1,ND,pg/g,28,32.70000076,0,3.03,110,,Wet Wt,ANP,N,,,,,,47
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-204,BDE-204,1,ND,pg/g,28,24.10000038,0,3.12,110,,Wet Wt,ANP,N,,,,,,48
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-197,BDE-197,1,ND,pg/g,28,18.79999924,0,2.60,110,,Wet Wt,ANP,N,,,,,,49
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-203/200,BDE-203/200,1,ND,pg/g,28,28.70000076,0,4.76,110,,Wet Wt,ANP,N,,,,,,50
1804095,930,B9A0012,1804095-03,CRC20181002-MUS1,Mn,02-Oct-2018 12:22,14-Dec-2018 10:00,Tissue,EPA Method 1614,07-Jan-2019 07:15,0.912,g,0,11-Jan-2019 23:38,BDE-205,BDE-205,1,ND,pg/g,28,82.19999695,0,4.83,110,,Wet Wt,ANP,N,,,,,,52
